DIA  , DESAYUNO  , COLACION_MATUTINA  , COMIDA_ENTRADA  , COMIDA_ENTRADA  , COMIDA_PRINCIPAL  , COMIDA_PRINCIPAL  , COLACION_VESPERTINA  , CENA  , ACIDOFOLICOG , CALCIOMG , EQUIVALENTEAZUCARESCONGRASA , EQUIVALENTEACEITESYGRASASCONPROTEINAS , EQUIVALENTEACEITESYGRASAS , EQUIVALENTELECHECONAZUCAR , EQUIVALENTELECHEENTERA , HIERROMG , EQUIVALENTEAOAALTOENGRASA , KILOCALORIAS , FIBRAG , EQUIVALENTEFRUTAS , EQUIVALENTECEREALESCONGRASA , COLESTEROLMG , SODIOMG , EQUIVALENTEVERDURAS , AGSATURADOSG , EQUIVALENTEAOABAJOENGRASA , EQUIVALENTEAOAMODERADOSENGRASA , EQUIVALENTECEREALESSINGRASA , EQUIVALENTEAZUCARESSINGRASA , EQUIVALENTELEGUMINOSAS , EQUIVALENTEAOAMUYBAJOSENGRASA
29 , 11 , 107 , 121 , 133 , 185 , 151 , 235 , 284 , " (136.993,136.993) [8700,46400] " , " (660.7,660.7) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (3.2,3.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.1667,10.1667) [638,1044] " , " (0,0) [1,2] " , " (2024.73,2024.73) [2000,2350] " , " (34.3926,34.3926) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (440.725,440.725) [50,455] " , " (2713.32,2713.32) [1000,4000] " , " (2.43667,2.43667) [1,3] " , " (1.34,1.34) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9.5,9.5) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.32143,2.32143) [1,2] " , " (0,0) [1,2] "
30 , 20 , 84 , 127 , 132 , 175 , 160 , 227 , 246 , " (152.002,152.002) [8700,46400] " , " (841.427,841.427) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.32,14.32) [638,1044] " , " (1,1) [1,2] " , " (2251.05,2251.05) [2000,2350] " , " (29.9962,29.9962) [15,30] " , " (2.25,2.25) [2,4] " , " (3,3) [2,3] " , " (137.458,137.458) [50,455] " , " (3206.33,3206.33) [1000,4000] " , " (4.78333,4.78333) [1,3] " , " (1.6,1.6) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.78571,1.78571) [1,2] " , " (3.5,3.5) [1,2] "
31 , 57 , 99 , 134 , 117 , 156 , 149 , 192 , 260 , " (341.027,341.027) [8700,46400] " , " (605.443,605.443) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (13.9119,13.9119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2186.59,2186.59) [2000,2350] " , " (35.6224,35.6224) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2080.98,2080.98) [1000,4000] " , " (4.61667,4.61667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (10,10) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2,2) [1,2] " , " (3.71429,3.71429) [1,2] "
32 , 11 , 107 , 133 , 121 , 151 , 185 , 235 , 284 , " (136.993,136.993) [8700,46400] " , " (660.7,660.7) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (3.2,3.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.1667,10.1667) [638,1044] " , " (0,0) [1,2] " , " (2024.73,2024.73) [2000,2350] " , " (34.3926,34.3926) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (440.725,440.725) [50,455] " , " (2713.32,2713.32) [1000,4000] " , " (2.43667,2.43667) [1,3] " , " (1.34,1.34) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9.5,9.5) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.32143,2.32143) [1,2] " , " (0,0) [1,2] "
33 , 20 , 84 , 132 , 128 , 160 , 175 , 227 , 246 , " (143.232,143.232) [8700,46400] " , " (841.427,841.427) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.32,14.32) [638,1044] " , " (1,1) [1,2] " , " (2263.84,2263.84) [2000,2350] " , " (29.939,29.939) [15,30] " , " (2.25,2.25) [2,4] " , " (3,3) [2,3] " , " (137.458,137.458) [50,455] " , " (3208.63,3208.63) [1000,4000] " , " (3.88333,3.88333) [1,3] " , " (1.6,1.6) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (2.07143,2.07143) [1,2] " , " (3.5,3.5) [1,2] "
34 , 57 , 99 , 134 , 117 , 156 , 149 , 192 , 260 , " (341.027,341.027) [8700,46400] " , " (605.443,605.443) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (13.9119,13.9119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2186.59,2186.59) [2000,2350] " , " (35.6224,35.6224) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2080.98,2080.98) [1000,4000] " , " (4.61667,4.61667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (10,10) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2,2) [1,2] " , " (3.71429,3.71429) [1,2] "
35 , 66 , 113 , 130 , 121 , 151 , 185 , 235 , 285 , " (139.728,139.728) [8700,46400] " , " (714.167,714.167) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (3.45,3.45) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.8693,12.8693) [638,1044] " , " (0.333333,0.333333) [1,2] " , " (2242.79,2242.79) [2000,2350] " , " (32.8366,32.8366) [15,30] " , " (3.09333,3.09333) [2,4] " , " (3,3) [2,3] " , " (282.652,282.652) [50,455] " , " (3263.38,3263.38) [1000,4000] " , " (2.22,2.22) [1,3] " , " (2.14,2.14) [0,7] " , " (4,4) [1,2] " , " (1.6,1.6) [1,2] " , " (9.69,9.69) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.23143,2.23143) [1,2] " , " (1.33333,1.33333) [1,2] "
36 , 20 , 84 , 131 , 132 , 181 , 160 , 227 , 246 , " (143.953,143.953) [8700,46400] " , " (994.127,994.127) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.6867,12.6867) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2269.17,2269.17) [2000,2350] " , " (30.9445,30.9445) [15,30] " , " (1.25,1.25) [2,4] " , " (3,3) [2,3] " , " (190.208,190.208) [50,455] " , " (3034.31,3034.31) [1000,4000] " , " (3.87667,3.87667) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.4,10.4) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.28571,2.28571) [1,2] " , " (3.5,3.5) [1,2] "
37 , 57 , 99 , 117 , 133 , 149 , 156 , 192 , 260 , " (331.677,331.677) [8700,46400] " , " (605.443,605.443) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (13.9119,13.9119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2183.69,2183.69) [2000,2350] " , " (35.4524,35.4524) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2313.38,2313.38) [1000,4000] " , " (4.51667,4.51667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (10,10) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2,2) [1,2] " , " (3.71429,3.71429) [1,2] "
38 , 11 , 107 , 130 , 128 , 151 , 185 , 214 , 284 , " (171.725,171.725) [8700,46400] " , " (664.467,664.467) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (2.2,2.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.9333,10.9333) [638,1044] " , " (0.333333,0.333333) [1,2] " , " (1951.8,1951.8) [2000,2350] " , " (30.2845,30.2845) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (450.192,450.192) [50,455] " , " (2836.54,2836.54) [1000,4000] " , " (2.50333,2.50333) [1,3] " , " (0.94,0.94) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9,9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (0,0) [1,2] "
39 , 20 , 84 , 132 , 125 , 160 , 181 , 227 , 246 , " (161.852,161.852) [8700,46400] " , " (969.827,969.827) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.4867,12.4867) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2259,2259) [2000,2350] " , " (27.6412,27.6412) [15,30] " , " (1.25,1.25) [2,4] " , " (3,3) [2,3] " , " (190.208,190.208) [50,455] " , " (2801.94,2801.94) [1000,4000] " , " (4.25,4.25) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (1.78571,1.78571) [1,2] " , " (3.5,3.5) [1,2] "
40 , 66 , 96 , 122 , 131 , 137 , 185 , 192 , 272 , " (230.762,230.762) [8700,46400] " , " (681.7,681.7) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.95,2.95) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (11.1033,11.1033) [638,1044] " , " (0,0) [1,2] " , " (2192.31,2192.31) [2000,2350] " , " (32.6527,32.6527) [15,30] " , " (2.61294,2.61294) [2,4] " , " (2,2) [2,3] " , " (270.475,270.475) [50,455] " , " (3254.09,3254.09) [1000,4000] " , " (2.99333,2.99333) [1,3] " , " (1.64,1.64) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (0.666667,0.666667) [3,4] " , " (2.16,2.16) [1,2] " , " (1.66667,1.66667) [1,2] "
41 , 11 , 112 , 129 , 134 , 147 , 143 , 193 , 260 , " (122.877,122.877) [8700,46400] " , " (670.21,670.21) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.58333,4.58333) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.5,12.5) [638,1044] " , " (1.6,1.6) [1,2] " , " (2216.96,2216.96) [2000,2350] " , " (34.605,34.605) [15,30] " , " (2.11667,2.11667) [2,4] " , " (2,2) [2,3] " , " (425.817,425.817) [50,455] " , " (3989.15,3989.15) [1000,4000] " , " (4.62667,4.62667) [1,3] " , " (4.38333,4.38333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.3,9.3) [8,9] " , " (3,3) [3,4] " , " (2.25,2.25) [1,2] " , " (4,4) [1,2] "
42 , 66 , 113 , 120 , 121 , 151 , 185 , 235 , 285 , " (140.882,140.882) [8700,46400] " , " (707.913,707.913) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (3.45,3.45) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.0893,12.0893) [638,1044] " , " (0,0) [1,2] " , " (2205.89,2205.89) [2000,2350] " , " (33.1213,33.1213) [15,30] " , " (3.09333,3.09333) [2,4] " , " (3,3) [2,3] " , " (284.785,284.785) [50,455] " , " (3194.24,3194.24) [1000,4000] " , " (2.49667,2.49667) [1,3] " , " (2.14,2.14) [0,7] " , " (4,4) [1,2] " , " (1.6,1.6) [1,2] " , " (9.32333,9.32333) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.23143,2.23143) [1,2] " , " (2,2) [1,2] "
43 , 20 , 84 , 132 , 125 , 160 , 181 , 227 , 246 , " (161.852,161.852) [8700,46400] " , " (969.827,969.827) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.4867,12.4867) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2259,2259) [2000,2350] " , " (27.6412,27.6412) [15,30] " , " (1.25,1.25) [2,4] " , " (3,3) [2,3] " , " (190.208,190.208) [50,455] " , " (2801.94,2801.94) [1000,4000] " , " (4.25,4.25) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (1.78571,1.78571) [1,2] " , " (3.5,3.5) [1,2] "
44 , 57 , 99 , 118 , 117 , 156 , 149 , 192 , 260 , " (336.937,336.937) [8700,46400] " , " (604.543,604.543) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (14.3119,14.3119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2184.89,2184.89) [2000,2350] " , " (35.9024,35.9024) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2314.18,2314.18) [1000,4000] " , " (4.41667,4.41667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (10,10) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2,2) [1,2] " , " (3.71429,3.71429) [1,2] "
45 , 11 , 107 , 128 , 130 , 185 , 151 , 214 , 284 , " (171.725,171.725) [8700,46400] " , " (664.467,664.467) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (2.2,2.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.9333,10.9333) [638,1044] " , " (0.333333,0.333333) [1,2] " , " (1951.8,1951.8) [2000,2350] " , " (30.2845,30.2845) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (450.192,450.192) [50,455] " , " (2836.54,2836.54) [1000,4000] " , " (2.50333,2.50333) [1,3] " , " (0.94,0.94) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9,9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (0,0) [1,2] "
46 , 20 , 84 , 127 , 134 , 175 , 180 , 227 , 246 , " (104.497,104.497) [8700,46400] " , " (969.677,969.677) [43500,75400] " , " (1,1) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.045,14.045) [638,1044] " , " (1,1) [1,2] " , " (2219,2219) [2000,2350] " , " (23.8883,23.8883) [15,30] " , " (2,2) [2,4] " , " (3,3) [2,3] " , " (154.708,154.708) [50,455] " , " (3038.39,3038.39) [1000,4000] " , " (3.05,3.05) [1,3] " , " (3.9,3.9) [0,7] " , " (1.75,1.75) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
47 , 66 , 96 , 129 , 122 , 185 , 137 , 192 , 272 , " (230.762,230.762) [8700,46400] " , " (681.7,681.7) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.95,2.95) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (11.1033,11.1033) [638,1044] " , " (0,0) [1,2] " , " (2193.08,2193.08) [2000,2350] " , " (32.6527,32.6527) [15,30] " , " (2.61294,2.61294) [2,4] " , " (2,2) [2,3] " , " (270.475,270.475) [50,455] " , " (3254.19,3254.19) [1000,4000] " , " (2.98333,2.98333) [1,3] " , " (1.64,1.64) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (0.666667,0.666667) [3,4] " , " (2.16,2.16) [1,2] " , " (1.66667,1.66667) [1,2] "
48 , 11 , 112 , 131 , 132 , 147 , 160 , 193 , 260 , " (158.633,158.633) [8700,46400] " , " (668.11,668.11) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (5.08333,5.08333) [3,4] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (12.7,12.7) [638,1044] " , " (1.6,1.6) [1,2] " , " (2151.65,2151.65) [2000,2350] " , " (26.4095,26.4095) [15,30] " , " (1.7,1.7) [2,4] " , " (2,2) [2,3] " , " (425.817,425.817) [50,455] " , " (3758.21,3758.21) [1000,4000] " , " (4.97667,4.97667) [1,3] " , " (4.58333,4.58333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.3,9.3) [8,9] " , " (3,3) [3,4] " , " (1.53571,1.53571) [1,2] " , " (4,4) [1,2] "
49 , 20 , 84 , 133 , 124 , 181 , 175 , 227 , 246 , " (172.207,172.207) [8700,46400] " , " (994.777,994.777) [43500,75400] " , " (0,0) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (14.8367,14.8367) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2200.88,2200.88) [2000,2350] " , " (24.5583,24.5583) [15,30] " , " (2,2) [2,4] " , " (3,3) [2,3] " , " (177.008,177.008) [50,455] " , " (3414.61,3414.61) [1000,4000] " , " (3.2,3.2) [1,3] " , " (3.9,3.9) [0,7] " , " (1.5,1.5) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2,2) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
50 , 66 , 96 , 129 , 134 , 185 , 151 , 192 , 272 , " (221.193,221.193) [8700,46400] " , " (697.4,697.4) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (2.7,2.7) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.27,12.27) [638,1044] " , " (0,0) [1,2] " , " (2168.53,2168.53) [2000,2350] " , " (32.5007,32.5007) [15,30] " , " (2.76,2.76) [2,4] " , " (2,2) [2,3] " , " (258.875,258.875) [50,455] " , " (2298.11,2298.11) [1000,4000] " , " (2.47,2.47) [1,3] " , " (1.54,1.54) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (10.4,10.4) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.16,2.16) [1,2] " , " (1,1) [1,2] "
51 , 11 , 112 , 118 , 132 , 143 , 160 , 193 , 260 , " (144.2,144.2) [8700,46400] " , " (615,615) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (5.16667,5.16667) [3,4] " , " (0,0) [0,1] " , " (0.95,0.95) [1,2] " , " (11.7,11.7) [638,1044] " , " (1.6,1.6) [1,2] " , " (2249.73,2249.73) [2000,2350] " , " (34.0895,34.0895) [15,30] " , " (1.91667,1.91667) [2,4] " , " (2,2) [2,3] " , " (414.625,414.625) [50,455] " , " (3099.89,3099.89) [1000,4000] " , " (4.69333,4.69333) [1,3] " , " (4.13333,4.13333) [0,7] " , " (2,2) [1,2] " , " (1.5,1.5) [1,2] " , " (9.8,9.8) [8,9] " , " (2.83333,2.83333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (4,4) [1,2] "
52 , 66 , 113 , 121 , 124 , 185 , 151 , 235 , 285 , " (165.24,165.24) [8700,46400] " , " (705.3,705.3) [43500,75400] " , " (0,0) [0,1] " , " (0.666667,0.666667) [1,2] " , " (3.45,3.45) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (11.9027,11.9027) [638,1044] " , " (0,0) [1,2] " , " (2184.83,2184.83) [2000,2350] " , " (34.36,34.36) [15,30] " , " (3.09333,3.09333) [2,4] " , " (3,3) [2,3] " , " (273.185,273.185) [50,455] " , " (3198.2,3198.2) [1000,4000] " , " (3.03667,3.03667) [1,3] " , " (2.14,2.14) [0,7] " , " (4,4) [1,2] " , " (1.6,1.6) [1,2] " , " (9.19,9.19) [8,9] " , " (1.33333,1.33333) [3,4] " , " (2.23143,2.23143) [1,2] " , " (1.33333,1.33333) [1,2] "
53 , 20 , 84 , 134 , 131 , 180 , 181 , 227 , 246 , " (96.4483,96.4483) [8700,46400] " , " (1122.38,1122.38) [43500,75400] " , " (1,1) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.4117,12.4117) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2237.11,2237.11) [2000,2350] " , " (24.8367,24.8367) [15,30] " , " (1,1) [2,4] " , " (3,3) [2,3] " , " (207.458,207.458) [50,455] " , " (2866.37,2866.37) [1000,4000] " , " (2.14333,2.14333) [1,3] " , " (6.2,6.2) [0,7] " , " (1.75,1.75) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.4,10.4) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2,2) [1,2] " , " (3,3) [1,2] "
54 , 11 , 107 , 126 , 130 , 151 , 137 , 234 , 275 , " (228.422,228.422) [8700,46400] " , " (660.167,660.167) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.91667,4.91667) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.9733,10.9733) [638,1044] " , " (0.333333,0.333333) [1,2] " , " (2098.38,2098.38) [2000,2350] " , " (37.7904,37.7904) [15,30] " , " (2.85294,2.85294) [2,4] " , " (2.33333,2.33333) [2,3] " , " (452.758,452.758) [50,455] " , " (2663.81,2663.81) [1000,4000] " , " (2.88667,2.88667) [1,3] " , " (6.2,6.2) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (8.7,8.7) [8,9] " , " (1.66667,1.66667) [3,4] " , " (2.75,2.75) [1,2] " , " (0,0) [1,2] "
55 , 57 , 99 , 132 , 117 , 156 , 149 , 192 , 260 , " (326.707,326.707) [8700,46400] " , " (602.443,602.443) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (14.0119,14.0119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2185.18,2185.18) [2000,2350] " , " (37.3052,37.3052) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2083.56,2083.56) [1000,4000] " , " (4.41667,4.41667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (9.5,9.5) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2.28571,2.28571) [1,2] " , " (3.71429,3.71429) [1,2] "
56 , 20 , 84 , 125 , 118 , 180 , 181 , 227 , 246 , " (110.257,110.257) [8700,46400] " , " (1097.18,1097.18) [43500,75400] " , " (1,1) [0,1] " , " (1,1) [1,2] " , " (4,4) [3,4] " , " (0,0) [0,1] " , " (0.75,0.75) [1,2] " , " (12.6117,12.6117) [638,1044] " , " (1.66667,1.66667) [1,2] " , " (2225.25,2225.25) [2000,2350] " , " (21.8133,21.8133) [15,30] " , " (1,1) [2,4] " , " (3,3) [2,3] " , " (207.458,207.458) [50,455] " , " (2867.21,2867.21) [1000,4000] " , " (2.31667,2.31667) [1,3] " , " (6.2,6.2) [0,7] " , " (1.75,1.75) [1,2] " , " (1.66667,1.66667) [1,2] " , " (10.9,10.9) [8,9] " , " (2.33333,2.33333) [3,4] " , " (1.5,1.5) [1,2] " , " (3,3) [1,2] "
57 , 11 , 107 , 128 , 134 , 185 , 151 , 235 , 284 , " (167.305,167.305) [8700,46400] " , " (660.7,660.7) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (3.2,3.2) [3,4] " , " (0,0) [0,1] " , " (1.05,1.05) [1,2] " , " (10.1667,10.1667) [638,1044] " , " (0,0) [1,2] " , " (1997.7,1997.7) [2000,2350] " , " (30.5945,30.5945) [15,30] " , " (3.1,3.1) [2,4] " , " (2.33333,2.33333) [2,3] " , " (440.725,440.725) [50,455] " , " (2520.18,2520.18) [1000,4000] " , " (2.80333,2.80333) [1,3] " , " (1.34,1.34) [0,7] " , " (4,4) [1,2] " , " (1.5,1.5) [1,2] " , " (9.5,9.5) [8,9] " , " (2.33333,2.33333) [3,4] " , " (2.03571,2.03571) [1,2] " , " (0,0) [1,2] "
58 , 57 , 99 , 133 , 117 , 156 , 149 , 192 , 260 , " (331.677,331.677) [8700,46400] " , " (605.443,605.443) [43500,75400] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (4.8,4.8) [3,4] " , " (0,0) [0,1] " , " (0,0) [1,2] " , " (13.9119,13.9119) [638,1044] " , " (1.6,1.6) [1,2] " , " (2183.69,2183.69) [2000,2350] " , " (35.4524,35.4524) [15,30] " , " (2.78571,2.78571) [2,4] " , " (2.66667,2.66667) [2,3] " , " (302.343,302.343) [50,455] " , " (2313.38,2313.38) [1000,4000] " , " (4.51667,4.51667) [1,3] " , " (2.24,2.24) [0,7] " , " (2,2) [1,2] " , " (1,1) [1,2] " , " (10,10) [8,9] " , " (1.16667,1.16667) [3,4] " , " (2,2) [1,2] " , " (3.71429,3.71429) [1,2] "
